X1,X2,y
-6.7055950235180255,8.895774559916463,1.0
-8.271412946948546,6.833554489769665,1.0
-4.177410225278043,1.7846420559237135,0.0
-11.302251424098294,9.100206808042211,0.0
9.77351121975509,-1.6169841031023133,0.0
-3.2782874766230017,2.232734265693885,0.0
-3.925421113622244,1.331190521855841,0.0
-5.859743116444951,22.30536951431671,1.0
-1.4350741073877287,15.50054477836516,0.0
-2.7013193992723092,2.277373588354657,0.0
-2.8157845440674865,3.0905930178808694,0.0
-4.626103491010482,-5.827933271042039,1.0
2.5421418634036286,-1.325019017330845,1.0
-17.747673219998568,-10.902275472150794,1.0
-14.1222251011394,8.429351947711035,0.0
-4.625323236100236,8.16132102271716,1.0
-6.223678475711932,-9.751733382625908,0.0
-5.810486133486005,8.323152793165328,1.0
-2.642634108130791,2.175119830614507,0.0
-2.5686609231932076,0.902421015201698,0.0
-15.14082700314782,6.223393154064519,0.0
-3.8653914662863946,1.203667134947221,0.0
8.072503255470334,19.62970144939862,1.0
-9.083125556961281,21.838848898986203,1.0
-3.302492535204599,2.2070045875229876,0.0
0.3866811605418379,-2.2879196325597917,1.0
-3.24753412992534,2.693616344221795,0.0
-3.3870349518183245,2.429637038631368,0.0
-3.44583701852515,2.888355059549828,0.0
10.021033944756052,-0.14572831658481045,0.0
3.5858216732107753,-16.20703953800315,1.0
6.6083639607852875,19.06773671252576,1.0
-5.795236768292277,9.38050317355672,1.0
-8.883355619551882,-16.207710846862707,1.0
-8.691546123711412,13.483161104518086,0.0
-4.927173949253533,2.1451073605967697,0.0
11.893442427529113,-6.826542436924652,1.0
-10.406657439653078,0.06854772063781134,1.0
5.8735353102000945,-7.157791049347522,0.0
3.0246755847763795,-2.1605535079881104,1.0
-2.989071905444492,2.2074164179233184,0.0
2.7792837801304833,4.021446558752746,1.0
-3.2309845684512246,2.2269192069758494,0.0
-3.1700881188501135,2.143990121797954,0.0
-22.770279276294804,9.82005976759798,1.0
-13.582080306922979,11.276985150067606,0.0
-14.364057796704458,8.47124036720404,0.0
-4.436025850450749,-9.442639038448931,0.0
-2.649551560639919,2.367059028705119,0.0
6.75682223811227,19.07799664740519,1.0
-3.120386471822691,2.034176029171723,0.0
-1.5244590427817346,2.3398553159143427,0.0
-3.5386520343768453,2.2281722250546805,0.0
9.421324007015794,2.058126231796125,0.0
-2.971738394770204,1.8080790774370274,0.0
-16.083241971624687,5.552901018576662,0.0
-2.739940901587617,2.7532201580024562,0.0
6.567489676283899,12.419214484891743,0.0
-3.1981810177744086,2.187091615004557,0.0
-4.254158690466929,4.084477147381468,0.0
-0.7728853335932628,22.18621238890544,1.0
-3.936998248909503,-4.574123973978952,1.0
-2.6002325441073215,2.435832636156945,0.0
-3.131062703113386,1.9462787786533875,0.0
2.8282716447261373,16.01760441051771,0.0
-3.3810098328572527,2.0629560680571934,0.0
-1.9899395180535266,-4.399108333142802,1.0
-2.2786545974604966,2.6638639442199548,0.0
-4.3901338363248215,1.7755314540867575,0.0
-3.1440072453329626,0.8760246887614094,0.0
7.583189901620943,7.579819626649164,0.0
-14.761013103011937,6.725038527432683,0.0
2.1409593797726103,14.156532962491621,0.0
-2.9971335037222,3.1096026482042554,0.0
-2.9227532990510547,3.4575344032212265,0.0
0.9940152016845163,0.5627285921121039,1.0
-22.6333516580978,4.034661107497801,1.0
-4.116290193746643,1.6769495518636917,0.0
-11.357843887027364,-9.33664814158394,0.0
16.48706936702105,5.73769424247566,1.0
-4.126766038263858,2.512991395658677,0.0
-15.118031608766572,5.135365069412023,0.0
-3.580255977069445,-3.923524386543856,1.0
-2.6747237406493043,1.6476733910973584,0.0
