Id,y
0,0
1,0
2,1
3,1
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,1
12,0
13,1
14,0
15,1
16,1
17,0
18,0
19,0
20,0
21,1
22,0
23,0
24,0
25,1
26,1
27,0
28,0
29,0
30,1
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,1
39,0
40,0
41,0
42,1
43,0
44,1
45,0
46,0
47,0
48,0
49,1
50,0
51,0
52,1
53,0
54,0
55,0
56,1
57,1
58,0
59,0
60,0
61,1
62,1
63,0
64,0
65,0
66,0
67,0
68,1
69,0
70,1
71,0
72,0
73,1
74,1
75,1
76,0
77,1
78,1
79,0
80,0
81,0
82,1
83,0
84,1
85,0
86,0
87,0
88,0
89,0
90,0
91,1
92,0
93,1
94,0
95,0
96,0
97,0
98,1
99,1
100,0
101,1
102,0
103,1
104,0
105,0
106,1
107,0
108,1
109,1
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,1
122,0
123,0
124,1
125,1
126,0
127,0
128,0
129,1
130,1
131,0
132,0
133,1
134,0
135,1
136,1
137,1
138,0
139,1
140,1
141,1
142,1
143,0
144,0
145,1
146,0
147,0
148,0
149,1
150,0
151,0
152,0
153,0
154,1
155,0
156,0
157,0
158,1
159,1
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,1
176,0
177,1
178,0
179,0
180,0
181,0
182,0
183,0
184,1
185,0
186,0
187,0
188,0
189,1
190,0
191,0
192,0
193,1
194,0
195,0
196,0
197,0
198,0
199,1
200,1
201,0
202,1
203,0
204,1
205,0
206,0
207,0
208,0
209,0
210,1
211,0
212,0
213,0
214,1
215,0
216,0
217,1
218,1
219,1
220,1
221,1
222,0
223,1
224,0
225,1
226,1
227,0
228,0
229,1
230,0
231,0
232,0
233,0
234,0
235,0
236,1
237,0
238,1
239,0
240,0
241,1
242,1
243,1
244,1
245,0
246,1
247,0
248,1
249,1
250,0
251,1
252,0
253,0
254,1
255,1
256,0
257,0
258,1
259,0
260,0
261,0
262,0
263,0
264,1
265,1
266,1
267,0
268,1
269,0
270,0
271,1
272,0
273,0
274,1
275,1
276,0
277,1
278,0
279,0
280,0
281,1
282,0
283,0
284,1
285,0
286,0
287,1
288,0
289,0
290,1
291,1
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,1
304,0
305,0
306,0
307,0
308,1
309,0
310,0
311,0
312,0
313,0
314,1
315,0
316,0
317,1
318,1
319,0
320,0
321,1
322,0
323,0
324,1
325,1
326,1
327,1
328,1
329,1
330,0
331,0
332,1
333,0
334,0
335,1
336,0
337,0
338,0
339,0
340,1
341,0
342,1
343,0
344,1
345,0
346,0
347,0
348,0
349,1
350,1
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,1
359,0
360,1
361,0
362,0
363,0
364,1
365,0
366,0
367,0
368,1
369,0
370,0
371,1
372,1
373,0
374,0
375,0
376,0
377,0
378,1
379,1
380,0
381,0
382,0
383,0
384,1
385,0
386,0
387,1
388,1
389,1
390,0
391,1
392,0
393,1
394,0
395,1
396,1
397,0
398,0
399,0
400,1
401,0
402,1
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,1
411,1
412,0
413,0
414,0
415,0
416,0
417,1
418,0
419,0
420,1
421,1
422,0
423,1
424,1
425,0
426,0
427,1
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,1
436,0
437,0
438,1
439,0
440,0
441,0
442,1
443,0
444,0
445,0
446,1
447,0
448,1
449,0
450,0
451,0
452,1
453,0
454,0
455,0
456,0
457,0
458,0
459,1
460,0
461,1
462,0
463,0
464,1
465,0
466,1
467,1
468,0
469,0
470,1
471,0
472,0
473,0
474,0
475,1
476,0
477,0
478,0
479,0
480,1
481,0
482,0
483,0
484,1
485,0
486,0
487,0
488,1
489,0
490,0
491,0
492,1
493,0
494,0
495,0
496,0
497,1
498,1
499,1
500,0
501,1
502,0
503,0
504,1
505,0
506,0
507,0
508,0
509,1
510,0
511,0
512,0
513,0
514,1
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,1
524,0
525,0
526,0
527,0
528,1
529,0
530,0
531,0
532,0
